Job Title,Company Name,Location,Experience (Years),Min Experience,Max Experience
IT Project Coordinator,BizBrolly,Noida/Greater Noida,1 - 4 Years,1,4
IT Support Executive,Asergis,China,2 - 5 Years,2,5
CS / IT Faculty,Amity University,Noida/Greater Noida,10 - 13 Years,10,13
IT Project Manager,zones corporate solutions,Portland,5 - 8 Years,5,8
IT Service Management Representative,accenture,Bengaluru / Bangalore,0 - 2 Years,0,2
Systems Analyst 2-IT,ORACLE,Bengaluru / Bangalore,3 - 5 Years,3,5
Deputy National Lead - IT,Bajaj Finserv Lending Ltd,Pune,6 - 8 Years,6,8
Systems Analyst 3-IT,ORACLE,Bengaluru / Bangalore,6 - 10 Years,6,10
IT Senior Consultant,ORACLE,"Bengaluru / Bangalore, Hyderabad/Secunderabad",3 - 5 Years,3,5
Programmer Analyst 5-IT,ORACLE,Bengaluru / Bangalore,6 - 10 Years,6,10
Systems Analyst 2-IT,ORACLE,Bengaluru / Bangalore,3 - 6 Years,3,6
Systems Analyst 3-IT,ORACLE,Bengaluru / Bangalore,5 - 7 Years,5,7
Systems Analyst 2-IT,ORACLE,Bengaluru / Bangalore,6 - 10 Years,6,10
IT Service Management Representative,accenture,Coimbatore,3 - 6 Years,3,6
IT Customer Service Representative,accenture,Kolkata,5 - 8 Years,5,8
IT Service Management Representative,accenture,Gurgaon,0 - 2 Years,0,2
IT Service Management Representative,accenture,Hyderabad/Secunderabad,1 - 4 Years,1,4
IT Support Associate II,AMAZON INDIA PVT LTD,Mumbai,1 - 3 Years,1,3
IT Service Management Representative,accenture,Bengaluru / Bangalore,7 - 9 Years,7,9
IT Customer Service Representative,accenture,Pune,2 - 5 Years,2,5
IT Customer Service Representative,accenture,Pune,3 - 5 Years,3,5
IT Service Management Representative,accenture,"Mumbai, Indore",5 - 8 Years,5,8
IT Service Management Representative,accenture,"Gurgaon, Indore",0 - 2 Years,0,2
IT Service Management Representative,accenture,"Kolkata, Gurgaon",0 - 2 Years,0,2
IT Service Management Representative,accenture,Noida/Greater Noida,2 - 5 Years,2,5
IT Customer Service Representative,accenture,"Noida/Greater Noida, Gurgaon",3 - 6 Years,3,6
IT Service Management Representative,accenture,Bengaluru / Bangalore,1 - 4 Years,1,4
IT Service Management Representative,accenture,Jaipur,3 - 6 Years,3,6
IT Service Management Representative,accenture,Indore,3 - 6 Years,3,6
IT Service Management Representative,accenture,Bengaluru / Bangalore,5 - 8 Years,5,8
IT Service Management Representative,accenture,"Bengaluru / Bangalore, Jaipur",7 - 10 Years,7,10
IT Service Management Representative,accenture,Pune,7 - 10 Years,7,10
Cluster IT Manager,Marriott International Inc,Mumbai,2 - 3 Years,2,3
IT - Application Developer,Larsen & Toubro Infotech Ltd,Surat,1 - 3 Years,1,3
IT Service Management Representative,accenture,Gurgaon,5 - 7 Years,5,7
IT Service Management Representative,accenture,Bengaluru / Bangalore,3 - 6 Years,3,6
IT Service Management Representative,accenture,Kolkata,3 - 6 Years,3,6
IT Service Management Representative,accenture,Mumbai,2 - 5 Years,2,5
IT Customer Service Representative,accenture,Bengaluru / Bangalore,7 - 10 Years,7,10
IT Service Management Representative,accenture,Bengaluru / Bangalore,2 - 5 Years,2,5
IT Service Management Representative,accenture,Gurgaon,2 - 5 Years,2,5
IT Service Management Representative,accenture,Bengaluru / Bangalore,7 - 10 Years,7,10
IT Service Management Representative,accenture,Gurgaon,3 - 6 Years,3,6
IT Service Management Representative,accenture,Pune,7 - 9 Years,7,9
IT Service Management Representative,accenture,"Bengaluru / Bangalore, Indore",5 - 8 Years,5,8
IT Service Management Representative,accenture,"Bengaluru / Bangalore, Jaipur",5 - 8 Years,5,8
IT Customer Service Representative,accenture,Bengaluru / Bangalore,3 - 6 Years,3,6
IT Service Management Representative,accenture,Indore,2 - 5 Years,2,5
Cluster IT Supervisor,Marriott International Inc,South Korea,2 - 5 Years,2,5
Lab IT and Hardware student,Intel Technology India Pvt Ltd,Israel,0 - 1 Years,0,1
IT Service Management Representative,accenture,"Gurgaon, Indore",7 - 10 Years,7,10
IT Service Management Representative,accenture,"Bengaluru / Bangalore, Indore",7 - 10 Years,7,10
IT Service Management Representative,accenture,Bengaluru / Bangalore,12 - 15 Years,12,15
IT Supplier Management Practitioner,accenture,Gurgaon,1 - 4 Years,1,4
Deployment Engineer - IT,Nvidia Graphics Pvt Ltd,Hong Kong,8 - 11 Years,8,11
Cluster Director of IT,Marriott International Inc,Unknown,3 - 5 Years,3,5
Assistant IT Manager,Marriott International Inc,Cairo,3 - 5 Years,3,5
IT Service Management Representative,accenture,"Gurgaon, Indore",5 - 8 Years,5,8
IT Service Management Representative,accenture,"Bengaluru / Bangalore, Gurgaon",3 - 6 Years,3,6
IT Service Management Representative,accenture,"Bengaluru / Bangalore, Nagpur",7 - 10 Years,7,10
IT Service Management Representative,accenture,Noida/Greater Noida,3 - 6 Years,3,6
IT Service Management Representative,accenture,"Kolkata, Indore",7 - 10 Years,7,10
IT Service Management Representative,accenture,"Bengaluru / Bangalore, Pune",3 - 6 Years,3,6
IT Service Management Representative,accenture,Pune,3 - 6 Years,3,6
IT Service Management Representative,accenture,Chennai,7 - 10 Years,7,10
IT Customer Service Representative,accenture,Bengaluru / Bangalore,5 - 8 Years,5,8
IT Customer Service Associate,accenture,Hyderabad/Secunderabad,1 - 3 Years,1,3
IT Customer Service Representative,accenture,Mumbai,0 - 2 Years,0,2
IT Service Management Representative,accenture,Coimbatore,7 - 10 Years,7,10
IT Service Management Representative,accenture,Pune,0 - 2 Years,0,2
Manager - Technical  ( IT ),INFINITY GROUP,Noida/Greater Noida,5 - 8 Years,5,8
Onsite IT Support Engineer,DXC Technologies,Singapore,1 - 2 Years,1,2
IT Solution Architect,DXC Technologies,Spain,5 - 8 Years,5,8
IT Desktop Scheduler,NTT Data Vertex Software Inc.,Los Angeles,3 - 5 Years,3,5
Assistant IT Manager,Marriott International Inc,Malaysia,2 - 4 Years,2,4
IT Project Manager,DXC Technologies,Belgium,5 - 10 Years,5,10
IT Infrastructure Project Manager,DXC Technologies,Unknown,5 - 8 Years,5,8
Graduate IT Consultant  ( Trainee ),DXC Technologies,Unknown,0 - 1 Years,0,1
IT onsite Engineer,DXC Technologies,China,0 - 1 Years,0,1
IT Integration Developer - Remote,NTT Data Vertex Software Inc.,Plano,5 - 8 Years,5,8
IT Service Desk Specialist,Nagarro India Pvt Ltd,Spain,2 - 4 Years,2,4
IT PM - Infrastructure,nec software solutions  ( india )  pvt ltd,"Mumbai, Bengaluru / Bangalore",5 - 8 Years,5,8
"IT technician Network ,  Kiruna",CGI Information Systems and Management Consultants Pvt Ltd,Sweden,3 - 5 Years,3,5
IT Sales Executive,INFINITY GROUP,"Delhi, Delhi/NCR",2 - 5 Years,2,5
IT Security Officer,SEVEN CONSULTANCY,Bengaluru / Bangalore,1 - 3 Years,1,3
IT admin manager,SEVEN CONSULTANCY,"Delhi, Delhi/NCR",2 - 5 Years,2,5
Jr IT Engineer,SEVEN CONSULTANCY,Raipur,0 - 2 Years,0,2
IT admin manager,SEVEN CONSULTANCY,Hyderabad/Secunderabad,0 - 3 Years,0,3
Jobs for IT Sales Manager,SEVEN CONSULTANCY,"Navi Mumbai, Mumbai, Thane",0 - 3 Years,0,3
IT Sales Executive,SEVEN CONSULTANCY,Indore,2 - 4 Years,2,4
IT Security Officer,SEVEN CONSULTANCY,"Delhi, Delhi/NCR",4 - 7 Years,4,7
IT admin executive,SEVEN CONSULTANCY,Hyderabad/Secunderabad,0 - 3 Years,0,3
IT Security Officer,SEVEN CONSULTANCY,"Mumbai, Bengaluru / Bangalore",2 - 5 Years,2,5
IT Security Executive,SEVEN CONSULTANCY,Hyderabad/Secunderabad,0 - 3 Years,0,3
IT Security Officer,SEVEN CONSULTANCY,Bengaluru / Bangalore,2 - 5 Years,2,5
Cluster IT Executive,Marriott International Inc,Bengaluru / Bangalore,2 - 5 Years,2,5
BDE in IT Sales,SEVEN CONSULTANCY,"Navi Mumbai, Mumbai",1 - 4 Years,1,4
IT Infrastructure Sales Executive,SEVEN CONSULTANCY,Trichy,2 - 6 Years,2,6
Jobs for IT support engineer,SEVEN CONSULTANCY,"Navi Mumbai, Mumbai",4 - 7 Years,4,7
Jobs for Electrician  ( IT,SEVEN CONSULTANCY,"Navi Mumbai, Mumbai, Thane",7 - 10 Years,7,10
Global IT Support,SEVEN CONSULTANCY,"Navi Mumbai, Mumbai, Thane",2 - 5 Years,2,5
Telemarketing Reputed IT industry,SEVEN CONSULTANCY,Mumbai,0 - 2 Years,0,2
Telecaller for IT Training Centre,3RI Technologies Pvt Ltd,Pune,1 - 3 Years,1,3
IT Advanced Technologies Trainer,3RI Technologies Pvt Ltd,Pune,3 - 4 Years,3,4
IT Logistics Manager,AMAZON INDIA PVT LTD,Hyderabad/Secunderabad,5 - 10 Years,5,10
IT Hardware Technician,zones corporate solutions,Albany,2 - 3 Years,2,3
IT Service /  Support Manager,delta IT network pvt. ltd.,Gurgaon,5 - 8 Years,5,8
Executive IT Support,AKSHAYA PVT LTD,Chennai,1 - 3 Years,1,3
IT Support Specialist,Leica Biosystems,"Singapore, Japan",3 - 6 Years,3,6
Sr. Program Manager - IT,Flex-i Partners,Bengaluru / Bangalore,14 - 18 Years,14,18
IT Program Manager,Orange Business Services,Unknown,3 - 10 Years,3,10
IT admin executive,SEVEN CONSULTANCY,"Hyderabad/Secunderabad, Pune",3 - 6 Years,3,6
Sales Executive ( IT Sales ),SEVEN CONSULTANCY,Kolkata,3 - 6 Years,3,6
MANAGER IT CSV,infinity business solutions pvt ltd,Mumbai,6 - 10 Years,6,10
General Manager  IT  ( Software ),aarika hr professionals,Jaipur,0 - 3 Years,0,3
Business Development Executive  ( IT ),Z Index,Rajkot,0 - 3 Years,0,3
IT Manager and Admin,urban platter,Mumbai,5 - 8 Years,5,8
IT PROJECT MANAGER,Trusttech Solutions LLP,Cochin/ Kochi/ Ernakulam,4 - 5 Years,4,5
Automation Engineer  IT Infra,Si2 Tech,Vadodara,5 - 8 Years,5,8
IT Infrastructure-Administrator,Sardonyx Technologies,Thanjavur,6 - 10 Years,6,10
JAVA Opening at IT,SYNCTON IT Solutions,Hyderabad/Secunderabad,3 - 4 Years,3,4
E-CommerceOpening at IT,SYNCTON IT Solutions,Hyderabad/Secunderabad,3 - 4 Years,3,4
Software Engineer at IT,SYNCTON IT Solutions,Hyderabad/Secunderabad,3 - 4 Years,3,4
Assistant Manager IT,sgs india pvt.ltd,Thane,8 - 12 Years,8,12
IT Executive ( Hardware and Networking ),RAGHUNANDAN MONEY,Agra,0 - 1 Years,0,1
IT ODIN Manager,RAGHUNANDAN MONEY,Agra,4 - 5 Years,4,5
Enterprise Sales - IT,Queppelin Technology Solutions Pvt. Ltd.,France,3 - 7 Years,3,7
Senior IT Engineer - QBSS,quatrro business support services pvt. ltd.,San Francisco,5 - 8 Years,5,8
IT Project Manager,Postbox Communications,Mumbai,2 - 7 Years,2,7
IT Sales Executive,Pinnove,Nagpur,2 - 3 Years,2,3
IT Sales Specialist,Nile Technologies Pvt. Limited.,"Delhi, Delhi/NCR",2 - 4 Years,2,4
I.T. Support Executive,mobilestyx consulting & solutions llp,Thane,0 - 3 Years,0,3
IT Sales Executive Mawaqaa,Mawaqaa - National Web Solutions Company,Kuwait City,2 - 5 Years,2,5
IT Project Coordinator Mawaqaa,Mawaqaa - National Web Solutions Company,Kuwait City,4 - 5 Years,4,5
IT Support Engineer,Magika Smartech,Mumbai,5 - 8 Years,5,8
IT Tech Support,Magika Smartech,Mumbai,2 - 5 Years,2,5
IT Operations Senior Engineer,Magika Smartech,Mumbai,8 - 10 Years,8,10
Assistant Vice President- IT,TransGraph Consulting Pvt.Ltd.,Hyderabad/Secunderabad,8 - 11 Years,8,11
IT INFRASTRUCTURE MONITORING SPECIALIST,Spectrum Softtech Solutions Pvt Ltd,Cochin/ Kochi/ Ernakulam,0 - 3 Years,0,3
Business Development (  MBA in IT ),soptech solutions,Bengaluru / Bangalore,4 - 6 Years,4,6
IT Business Analyst,origin hr,"Mumbai, Pune",4 - 7 Years,4,7
IT DevOps Engineer,myOnsite Healthcare,Vadodara,3 - 4 Years,3,4
IT Support Engineer,kerala infotech,Thrissur,1 - 4 Years,1,4
Team Lead  ( IT ),indianfertilizer,Delhi,6 - 10 Years,6,10
IT System Administrator,ion trading india pvt. ltd.,Australia,3 - 6 Years,3,6
Solution Consultant - ITS,ion trading india pvt. ltd.,"Germany, Switzerland",5 - 8 Years,5,8
Sr. IT Infrastructure Engineer,KASEYA SOFTWARE,Bengaluru / Bangalore,3 - 8 Years,3,8
Senior IT Network Engineer,KASEYA SOFTWARE,Bengaluru / Bangalore,4 - 10 Years,4,10
Sales Senior IT Sales,kanmalai technologies,Coimbatore,3 - 6 Years,3,6
IT Project Manager,Interactive Bees Pvt. Ltd.,Delhi,3 - 6 Years,3,6
IT  &  Network Engineer,Dr Nivedita Dadu's Dermatology Clinic,Noida/Greater Noida,2 - 5 Years,2,5
IT - Application Support  ( Software ),DIAMTRADE,Vadodara,0 - 4 Years,0,4
IT Project Manager,Ctd Techs Private Limited,Chennai,4 - 7 Years,4,7
Team Leader  IT,CSB Bank Limited,Cochin/ Kochi/ Ernakulam,3 - 6 Years,3,6
Assistant Manager- IT,CSB Bank Limited,Bengaluru / Bangalore,2 - 6 Years,2,6
IT Help Desk,athena technology solutions,Chennai,5 - 8 Years,5,8
IT Business Analyst,acaira technologies pvt. ltd.,Mumbai,2 - 5 Years,2,5
Business Analyst  IT,2Soft Solutions Pvt. Ltd.,Ahmedabad,6 - 10 Years,6,10
"IT Project Manager ,  Bangalore",2Soft Solutions Pvt. Ltd.,Bengaluru / Bangalore,5 - 8 Years,5,8
IT Manager with MNC,2Soft Solutions Pvt. Ltd.,"Mumbai, Ahmedabad",15 - 20 Years,15,20
IT Recruitment Services in Mumbai,2Soft Solutions Pvt. Ltd.,Mumbai,2 - 5 Years,2,5
IT Support Associate II,AMAZON INDIA PVT LTD,Bengaluru / Bangalore,3 - 5 Years,3,5
Associate Vice President -IT,highrise solutions llp,Pune,1 - 2 Years,1,2
IT Sales and Marketing,highrise solutions llp,Pune,4 - 8 Years,4,8
Project Manager | IT,highrise solutions llp,Pune,7 - 8 Years,7,8
IT Support Associate II,AMAZON INDIA PVT LTD,Bengaluru / Bangalore,1 - 3 Years,1,3
Position:IT Executives,Sevens Enterprises Pvt LTD,Cochin/ Kochi/ Ernakulam,4 - 10 Years,4,10
IT Infrastructure Manager,SEVEN CONSULTANCY,Muscat,2 - 3 Years,2,3
IT Technical Sales,SEVEN CONSULTANCY,Mumbai,4 - 7 Years,4,7
Assistant Manager - IT,M / s Fast and Furious Consulting,Gurgaon,0 - 3 Years,0,3
IT Operation Manager,M / s Fast and Furious Consulting,Ahmedabad,6 - 8 Years,6,8
Cluster IT Manager,Marriott International Inc,Kolkata,2 - 3 Years,2,3
IT / Software Sales Executive,FINITE HR CONSUTING PVT LTD,Hyderabad/Secunderabad,0 - 3 Years,0,3
Project Manager IT,cloudxlab,Bengaluru / Bangalore,3 - 6 Years,3,6
Project Coordinator  IT,CONNECTING 2 WORK,Thiruvananthapuram,2 - 5 Years,2,5
IT Business Analyst,CONNECTING 2 WORK,Thiruvananthapuram,0 - 3 Years,0,3
IT Sales Executive,CONNECTING 2 WORK,Thiruvananthapuram,3 - 6 Years,3,6
IT Software Trainer,CONNECTING 2 WORK,Chennai,2 - 5 Years,2,5
IT Technical support,CONNECTING 2 WORK,Bengaluru / Bangalore,3 - 6 Years,3,6
BDE  IT Sales,CONNECTING 2 WORK,Cochin/ Kochi/ Ernakulam,12 - 15 Years,12,15
Manager  IT  Male,CONNECTING 2 WORK,Calicut/ Kozhikode,0 - 3 Years,0,3
DGM /  GM  IT,CONNECTING 2 WORK,Dubai,12 - 15 Years,12,15
Recruitment Specialist  ( IT ),IBM India Pvt Ltd,Hyderabad/Secunderabad,6 - 8 Years,6,8
IT Validation Manager,Pall India Pvt Ltd,Bengaluru / Bangalore,3 - 6 Years,3,6
US IT Recruiter,Tecnovators Software Solutions,Chennai,2 - 3 Years,2,3
IT Technical Sales,SEVEN CONSULTANCY,Mumbai,2 - 4 Years,2,4
IT Business Development Executive,LINUXBEAN SOLUTION PVT LTD,Indore,0 - 3 Years,0,3
IT Business Developer,LINUXBEAN SOLUTION PVT LTD,Indore,0 - 3 Years,0,3
IT Business Analyst  (  BE ),LINUXBEAN SOLUTION PVT LTD,Indore,0 - 3 Years,0,3
IT Business Analyst,LINUXBEAN SOLUTION PVT LTD,Indore,0 - 3 Years,0,3
Business Analyst - IT,LINUXBEAN SOLUTION PVT LTD,Indore,0 - 3 Years,0,3
Website Designer - IT,LINUXBEAN SOLUTION PVT LTD,Indore,0 - 3 Years,0,3
Business Development Executive - IT,LINUXBEAN SOLUTION PVT LTD,Indore,0 - 3 Years,0,3
Online Bidder - IT,LINUXBEAN SOLUTION PVT LTD,Indore,0 - 3 Years,0,3
IT Business developer,LINUXBEAN SOLUTION PVT LTD,Indore,0 - 3 Years,0,3
US IT Recruiter,LINKTAG,Hyderabad/Secunderabad,2 - 5 Years,2,5
Admin and IT Incharge: Urgent,JAT GLOBAL PVT LTD,Bengaluru / Bangalore,1 - 5 Years,1,5
IT Delivery Manager,GLOCAL HEALTH CARE SYSTEM PVT LTD,Burdwan,8 - 11 Years,8,11
Application Consultant: ServiceNow IT,IBM India Pvt Ltd,Mysoru / Mysore,1 - 5 Years,1,5
IT Management Consulting  HR,IBM India Pvt Ltd,Bengaluru / Bangalore,3 - 5 Years,3,5
Engineer IT Infrastructure  (  81511590  ),Reliance Jio Infocomm Limited,Mumbai,3 - 8 Years,3,8
IT Support Associate II,AMAZON INDIA PVT LTD,Thane,1 - 3 Years,1,3
Chief IT  (  81443896  ),Reliance Jio Infocomm Limited,Mumbai,2 - 5 Years,2,5
Assistant IT Manager,Marriott International Inc,Malaysia,2 - 5 Years,2,5
Principal Associate-IT,eurofins it solutions pvt ltd,France,5 - 7 Years,5,7
Procurement Professional - IT,the abt group,Ireland,5 - 9 Years,5,9
Desktop / IT Engineer,macwill information system pvt ltd,Hoshiarpur,0 - 3 Years,0,3
IT Service Lead,BHTC India Pvt Ltd,Pune,0 - 3 Years,0,3
Senior IT Engineer,BHTC India Pvt Ltd,Pune,0 - 3 Years,0,3
US IT Bench Sales,Mythriis consulting Pvt Ltd,Hyderabad/Secunderabad,2 - 5 Years,2,5
IT Sales Executive,Ecumenical Techno Consultancy Services  ( eTCS ),Aurangabad,2 - 5 Years,2,5
Information Technology  ( IT )  Admin,Ecumenical Techno Consultancy Services  ( eTCS ),Surat,3 - 6 Years,3,6
Strategic Growth Manager  IT,isummation technologies pvt. ltd.,Ahmedabad,5 - 8 Years,5,8
IT Help Desk,you broadband & cable india pvt. ltd.,Hyderabad/Secunderabad,1 - 2 Years,1,2
Computer Faculty  / IT Teacher,SPEAKWELL ENTERPRISES PVT. LTD.,Mumbai,0 - 3 Years,0,3
IT Business analyst,rocket kommerce llp,Bengaluru / Bangalore,3 - 5 Years,3,5
IT Admin Manager,PH7,Bengaluru / Bangalore,0 - 3 Years,0,3
IT Support Executive,mytasker virtual assistance company,Kolkata,1 - 3 Years,1,3
IT Engineer - Network,Nvidia Graphics Pvt Ltd,Unknown,4 - 9 Years,4,9
IT Support Specialist Europe,fedexex,Netherlands,3 - 6 Years,3,6
Senior IT Engineer,Nvidia Graphics Pvt Ltd,Israel,8 - 11 Years,8,11
IT admin executive,SEVEN CONSULTANCY,Pune,4 - 5 Years,4,5
IT Security Executive,SEVEN CONSULTANCY,Kolkata,2 - 4 Years,2,4
IT Asset Mgmt Associate,Moody's Corporation,Gurgaon,3 - 5 Years,3,5
Assistant Manager IT,Marriott International Inc,Nagpur,2 - 4 Years,2,4
IT Project Manager,TandA HR Solutions,Chandigarh,8 - 11 Years,8,11
Senior  UK IT Staffing,TandA HR Solutions,Hyderabad/Secunderabad,3 - 8 Years,3,8
IT EXECUTIVE  ( HARDWARE AND NETWORKING ),TandA HR Solutions,Ludhiana,1 - 4 Years,1,4
IT Technical Person,TandA HR Solutions,Pathankot,0 - 1 Years,0,1
IT- Admin  Gurgaon,TandA HR Solutions,Gurgaon,0 - 2 Years,0,2
ETL Developer ( IT Industry ),TandA HR Solutions,Bengaluru / Bangalore,2 - 4 Years,2,4
IT operations Manager,SEVEN CONSULTANCY,Ahmedabad,4 - 5 Years,4,5
Global IT Support,SEVEN CONSULTANCY,"Navi Mumbai, Mumbai, Kolkata",2 - 4 Years,2,4
Sr.seO For IT Company,ADEEBA E SERVICES PVT LTD,Noida/Greater Noida,0 - 3 Years,0,3
IT company looking For Noida,ADEEBA E SERVICES PVT LTD,Noida/Greater Noida,0 - 3 Years,0,3
Senior Deployment Engineer - IT,Nvidia Graphics Pvt Ltd,Israel,8 - 11 Years,8,11
Intern-Professional  ( IT ),fedexex,Singapore,0 - 3 Years,0,3
IT Rewards Specialist,Schneider Electric Pvt Ltd,Bengaluru / Bangalore,5 - 8 Years,5,8
Dir-IT-MultiProp-A,Marriott International Inc,Hong Kong,5 - 8 Years,5,8
Software Engineer - IT,Bajaj Finserv Lending Ltd,Pune,5 - 8 Years,5,8
Senior Software Engineer - IT,Bajaj Finserv Lending Ltd,Pune,4 - 6 Years,4,6
Cluster Manager - IT,Bajaj Finserv Lending Ltd,Pune,3 - 5 Years,3,5
"Lead ,  IT Control Assurance",northern trust corp ltd - london,Chicago,6 - 9 Years,6,9
Application Consultant: ServiceNow IT,IBM India Pvt Ltd,Mysoru / Mysore,1 - 4 Years,1,4
IT Help Desk Technician,zones corporate solutions,Boston,2 - 5 Years,2,5
IT Infrastructure Engineer,Quality HR Services,"Bhuj, Gandhidham",2 - 5 Years,2,5
Tech Lead  IT,Optum Global Solutions  ( India )  Private Limited,Chennai,3 - 5 Years,3,5
IT Internship at Teknorix  2024,Teknorix Systems,Other City(s) in Goa,0 - 3 Years,0,3
Senior IT Administrator  ( Remote ),HackerRank,Bengaluru / Bangalore,5 - 8 Years,5,8
IT Service Management,Information Services Group,Bengaluru / Bangalore,8 - 11 Years,8,11
IT Service Delivery Manager,Information Services Group,Bengaluru / Bangalore,12 - 16 Years,12,16
Senior Associate - IT _Messaging,eurofins it solutions pvt ltd,Bengaluru / Bangalore,5 - 7 Years,5,7
VacancyforBDMfor an IT Company inAhmedabadlocation,TandA HR Solutions,Ahmedabad,4 - 5 Years,4,5
RequiredQualityAnalystfor an IT company in MohaliLocation,TandA HR Solutions,Mohali,2 - 5 Years,2,5
IT Strategy Consultant,axmiyan hr solutions private limited,Jabalpur,4 - 8 Years,4,8
eDP  /  IT Systems Administrator,Auchtel Products Ltd,Mumbai,2 - 5 Years,2,5
RequiredQualityAnalystfor an IT company inMohaliLocation,TandA HR Solutions,Mohali,1 - 3 Years,1,3
InsideSalesExecutive for IT Industry,TandA HR Solutions,Bengaluru / Bangalore,2 - 4 Years,2,4
IT Hardware Technician,zones corporate solutions,Albany,2 - 5 Years,2,5
IT Support Associate II,AMAZON INDIA PVT LTD,Mumbai,1 - 5 Years,1,5
Deputy National Lead - IT,Bajaj Finserv Lending Ltd,Bengaluru / Bangalore,10 - 13 Years,10,13
Cluster Manager - IT,Bajaj Finserv Lending Ltd,Pune,7 - 9 Years,7,9
IT Content Writer,Aexonic Technologies Private Limited,Pune,0 - 3 Years,0,3
IT Sales Manager,AYN InfoTech,Pune,2 - 7 Years,2,7
IT Audit Risk Assurance,wsne consulting,Delhi,0 - 3 Years,0,3
Application Developer - IT,NIPPON DATA SYSTEM,"Delhi, Delhi/NCR",1 - 2 Years,1,2
IT - Application Developer,NIPPON DATA SYSTEM,"Delhi, Delhi/NCR",1 - 2 Years,1,2
IT Support Analyst,BUSISOL SOURCING INDIA PVT. LTD,Mumbai,3 - 6 Years,3,6
Assistant IT Manager,Marriott International Inc,Bengaluru / Bangalore,3 - 5 Years,3,5
Senior Software Engineer - IT,Bajaj Finserv Lending Ltd,Bengaluru / Bangalore,6 - 8 Years,6,8
Senior Business  ( IT )  Analyst,CGI Information Systems and Management Consultants Pvt Ltd,Unknown,5 - 10 Years,5,10
Cluster Manager - IT Compliance,Bajaj Finserv Lending Ltd,Pune,2 - 5 Years,2,5
Datacenter IT Operations Manager,Microsoft India Pvt Ltd,Ireland,5 - 10 Years,5,10
Onsite IT Support Engineer,DXC Technologies,Singapore,2 - 5 Years,2,5
IT Engineer Support,DXC Technologies,Malaysia,3 - 5 Years,3,5
Senior IT Project Manager,CGI Information Systems and Management Consultants Pvt Ltd,Canada,5 - 10 Years,5,10
Application Consultant: ServiceNow IT,IBM India Pvt Ltd,Mysoru / Mysore,1 - 2 Years,1,2
Senior IT Specialist,IBM India Pvt Ltd,Bengaluru / Bangalore,5 - 9 Years,5,9
