Job Title,Company Name,Location,Experience (Years),Min Experience,Max Experience,Experiencia Media,Rango Experiencia,Num Ubicaciones,Oferta Exterior
"Network Administrator , Network Engineer , System Engineer",AppSoft Solutions,"Bengaluru / Bangalore, Chennai, Delhi, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
Financial Analyst,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Mumbai",2 - 7 Years,2,7,4.5,5,5,False
Azure Devops Engineer,New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",1 - 6 Years,1,6,3.5,5,5,False
Hardware Networking Engineer,New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
Technical Support Engineer,Laxmi Infotech,"Ahmedabad, Delhi, Gurgaon, Noida/Greater Noida, Pune",0 - 3 Years,0,3,1.5,3,5,False
Business Analyst,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai, Pune",4 - 9 Years,4,9,6.5,5,3,False
Senior Business Analyst / Data Engineer - Python  &  Cloud Computing,New Global Technologies,"Bengaluru / Bangalore, Delhi/NCR, Hyderabad/Secunderabad, Mumbai, Pune",1 - 6 Years,1,6,3.5,5,5,False
"DBA , Database Administrative , Oracle Dba",AppSoft Solutions,"Bengaluru / Bangalore, Chennai, Delhi, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
"Associate Engineer , diploma  , be , btech",Laxmi Infotech,"Ahmedabad, Delhi, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False
"""Android  /  iOS Developer""",Laxmi Infotech,"Ahmedabad, Delhi, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False
"Network Engineer , System Administrator , Hardware Engineer",Laxmi Infotech,"Ahmedabad, Gurgaon, Kolkata, Noida/Greater Noida, Pune",0 - 3 Years,0,3,1.5,3,5,False
Oracle Database Administrator,Laxmi Infotech,"Bengaluru / Bangalore, Hyderabad/Secunderabad, Pune",0 - 3 Years,0,3,1.5,3,3,False
"L1 , l2 Support Engineer",New Global Technologies,"Ahmedabad, Gurgaon, Kolkata, Noida/Greater Noida, Pune",0 - 3 Years,0,3,1.5,3,5,False
"Software Engineer , Software Developer",ASSOCIATIVE,Pune,0 - 1 Years,0,1,0.5,1,1,False
Opening of Accountant  ( Mid Level )  for a Manufacturing Company,Universal Consultant and Management Services,Kolkata,2 - 7 Years,2,7,4.5,5,1,False
Service Delivery- Manager,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Pune",8 - 13 Years,8,13,10.5,5,5,False
Automation Test Manager,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Kolkata, Mumbai",8 - 13 Years,8,13,10.5,5,5,False
Mobile Application Developer,New Global Technologies,"Ahmedabad, Bengaluru / Bangalore, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False
"JAVA Applications Developer , JAVA Developer",Suresh Gopalan Acharya,Mumbai,0 - 2 Years,0,2,1.0,2,1,False
Computer Operator / Data Entry Operator,Aryan technologies,"Akola, Latur, Lonavala, Thane, Vasai",0 - 3 Years,0,3,1.5,3,5,False
Computer Operator / Data Entry Operator,Aryan technologies,"Bongaigaon, Dhubri, Dibrugarh, Guwahati, Jorhat",0 - 3 Years,0,3,1.5,3,5,False
"Cloud Engineer , ""AWS Cloud Engineer""",AppSoft Solutions,"Bengaluru / Bangalore, Chennai, Delhi, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
IT Manager,HR Jobs Placements,"Hyderabad/Secunderabad, Kolkata, Mumbai, Noida/Greater Noida, Pune",14 - 18 Years,14,18,16.0,4,5,False
Computer Operator / Data Entry Operator,Aryan technologies,"Panjim/Panaji, Vasco Da Gama, Gandhinagar, Surat, Vadodara",0 - 3 Years,0,3,1.5,3,5,False
"L1 , l2 Support Engineer",New Global Technologies,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Mumbai",0 - 3 Years,0,3,1.5,3,5,False
Computer Operator / Data Entry Operator,Aryan technologies,"Jalgaon, Kolhapur, Nasik, Satara",0 - 3 Years,0,3,1.5,3,4,False
IT / Non-IT recruiter,RANGAM INFOTECH PVT. LTD.,Vadodara,0 - 3 Years,0,3,1.5,3,1,False
Embedded Software Engineer,New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
IT Coordinator  /  IT Technician,Hilton Hotels & Resorts,Doha,1 - 5 Years,1,5,3.0,4,1,False
Configuration / Release Manager,HR Jobs Placements,"Hyderabad/Secunderabad, Kolkata, Mumbai, Noida/Greater Noida, Pune",7 - 12 Years,7,12,9.5,5,5,False
Operations Manager,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi, Delhi/NCR, Gurgaon",9 - 14 Years,9,14,11.5,5,5,False
Computer Operator / Data Entry Operator,Aryan technologies,"Amritsar, Batala, Bathinda, Chandigarh, Faridkot",0 - 3 Years,0,3,1.5,3,5,False
General Manager,HR Jobs Placements,"Ahmedabad, Bengaluru / Bangalore, Delhi/NCR, Hyderabad/Secunderabad, Pune",8 - 13 Years,8,13,10.5,5,5,False
Web Designer  /  Visualiser  /  Graphic Designer,New Global Technologies,"Bengaluru / Bangalore, Delhi/NCR, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
Data Entry Jobs,Aryan technologies,"Bidar, Gulbarga, Hubli, Mangalore, Mysoru / Mysore",0 - 3 Years,0,3,1.5,3,5,False
Big Data Analyst,HR Jobs Placements,"Bengaluru / Bangalore, Delhi/NCR, Hyderabad/Secunderabad, Kolkata, Mumbai",11 - 16 Years,11,16,13.5,5,5,False
Program  &  Project Manager,HR Jobs Placements,"Delhi/NCR, Hyderabad/Secunderabad, Kolkata, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,5,False
Web Designer  /  Visualiser  /  Graphic Designer,New Global Technologies,"Ahmedabad, Chennai, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False
PHP Developer,New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
Design Engineer I,Laxmi Infotech,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
Network Engineer / system admin,New Global Technologies,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Mumbai",0 - 3 Years,0,3,1.5,3,5,False
Senior Business Analyst / Data Engineer - Python  &  Cloud Computing,New Global Technologies,"Ahmedabad, Chennai, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False
c ++ / Php / Ajax Developer,Laxmi Infotech,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
Computer Operator / Data Entry Operator,Aryan technologies,"Indore, Jabalpur, Katni, Ratlam, Ujjain",0 - 3 Years,0,3,1.5,3,5,False
Network Engineer,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Mumbai",2 - 7 Years,2,7,4.5,5,5,False
Project Manager,HR Jobs Placements,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi/NCR, Pune",8 - 13 Years,8,13,10.5,5,5,False
Senior Data Scientist - Machine Learning,HR Jobs Placements,"Hyderabad/Secunderabad, Kolkata, Mumbai, Noida/Greater Noida, Pune",5 - 10 Years,5,10,7.5,5,5,False
Web Applications Developer,Laxmi Infotech,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
Data Analyst,AppSoft Solutions,"Bengaluru / Bangalore, Chennai, Delhi, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
QA Engineer  / software testing,New Global Technologies,"Ahmedabad, Delhi/NCR, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False
Software Developer,New Global Technologies,"Chandigarh, Patna, Cochin/ Kochi/ Ernakulam, Jaipur, Coimbatore",0 - 3 Years,0,3,1.5,3,5,False
IT Recruiter,Tekshapers Software Solutions  ( P )  Limited,Noida/Greater Noida,0 - 3 Years,0,3,1.5,3,1,False
IT Recruiter,INFINITY GROUP,"Delhi, Delhi/NCR",2 - 3 Years,2,3,2.5,1,2,False
IT / Non-IT Recruiter and Sr. IT / Non-IT Recruiter,ProAssert,"Chennai, Coimbatore, Trichy, Bengaluru / Bangalore",0 - 3 Years,0,3,1.5,3,4,False
IT Recruiter,SEVEN CONSULTANCY,Hyderabad/Secunderabad,0 - 3 Years,0,3,1.5,3,1,False
IT Manager,Hilton Hotels & Resorts,Philippines,5 - 8 Years,5,8,6.5,3,1,False
Executive- IT,Malabar Gold and Diamonds,Calicut/ Kozhikode,3 - 4 Years,3,4,3.5,1,1,False
IT Support,eye mantra,"Delhi, Delhi/NCR",0 - 3 Years,0,3,1.5,3,2,False
IT Administrator,SyMetric,Bengaluru / Bangalore,2 - 3 Years,2,3,2.5,1,1,False
Casino - IT,Marriott International Inc,Cairo,1 - 4 Years,1,4,2.5,3,1,False
IT Manager,Power plus cables Co,Fujairah,7 - 10 Years,7,10,8.5,3,1,False
IT Analyst,Textron India Pvt Ltd,Bengaluru / Bangalore,3 - 5 Years,3,5,4.0,2,1,False
IT Recruiter,Amicus Technology,"Pune, Raipur",2 - 5 Years,2,5,3.5,3,2,False
IT EXECUTIVE,Divya Placement Consultant,Faridabad,1 - 2 Years,1,2,1.5,1,1,False
IT EXECUTIVE,infoicon technologies pvt ltd.,Gurgaon,0 - 1 Years,0,1,0.5,1,1,False
IT Specialist,HUSYS CONSULTING LTD,Bengaluru / Bangalore,5 - 8 Years,5,8,6.5,3,1,False
IT Onsite,DXC Technologies,China,2 - 5 Years,2,5,3.5,3,1,False
IT support,SEVEN CONSULTANCY,"Delhi, Delhi/NCR",0 - 1 Years,0,1,0.5,1,2,False
IT Executive,SEVEN CONSULTANCY,"Navi Mumbai, Mumbai, Thane",1 - 3 Years,1,3,2.0,2,3,False
IT Manager,SEVEN CONSULTANCY,Mumbai,0 - 3 Years,0,3,1.5,3,1,False
IT Support,SEVEN CONSULTANCY,"Delhi, Delhi/NCR",1 - 4 Years,1,4,2.5,3,2,False
IT manager,SEVEN CONSULTANCY,Dehradun,0 - 3 Years,0,3,1.5,3,1,False
IT manager,SEVEN CONSULTANCY,Siliguri,0 - 3 Years,0,3,1.5,3,1,False
IT Support,SEVEN CONSULTANCY,"Bilaspur, Bilaspur",1 - 2 Years,1,2,1.5,1,2,False
IT Executive,SEVEN CONSULTANCY,"Delhi, Delhi/NCR",2 - 5 Years,2,5,3.5,3,2,False
IT Administrator,CONNECTING 2 WORK,Bengaluru / Bangalore,2 - 5 Years,2,5,3.5,3,1,False
IT Automation,Stockholdings,"Navi Mumbai, Mumbai",10 - 13 Years,10,13,11.5,3,2,False
IT Helpdesk,INSIGHT BUSINESS MACHINES PVT LTD,Mumbai,1 - 3 Years,1,3,2.0,2,1,False
IT Admin,Dxcorr Design,Bengaluru / Bangalore,3 - 6 Years,3,6,4.5,3,1,False
IT Head,2Soft Solutions Pvt. Ltd.,Mumbai,8 - 11 Years,8,11,9.5,3,1,False
Executive IT,Elite Wealth Advisors Limited,Delhi,0 - 3 Years,0,3,1.5,3,1,False
IT Networking,Z Square Mall,Kanpur,1 - 4 Years,1,4,2.5,3,1,False
IT Head,TransGraph Consulting Pvt.Ltd.,Hyderabad/Secunderabad,12 - 15 Years,12,15,13.5,3,1,False
IT Executive,megri soft limited,Chandigarh,1 - 4 Years,1,4,2.5,3,1,False
IT Assistant,city montessori school lucknow,Lucknow,0 - 3 Years,0,3,1.5,3,1,False
IT Executive,ace softex pvt. ltd.,Rajkot,2 - 4 Years,2,4,3.0,2,1,False
IT PROFESSIONAL,CONNECTING 2 WORK,Thiruvananthapuram,2 - 5 Years,2,5,3.5,3,1,False
IT Professional,CONNECTING 2 WORK,Unknown,0 - 3 Years,0,3,1.5,3,1,False
IT Specialist,lear corporation  ( onward technology pay role ),Unknown,1 - 5 Years,1,5,3.0,4,1,False
Managementkonsult IT,CGI Information Systems and Management Consultants Pvt Ltd,Sweden,5 - 7 Years,5,7,6.0,2,1,False
Director IT,highrise solutions llp,Pune,1 - 2 Years,1,2,1.5,1,1,False
IT Engineer,BHTC India Pvt Ltd,Pune,0 - 3 Years,0,3,1.5,3,1,False
IT Executive,you broadband & cable india pvt. ltd.,Surat,1 - 4 Years,1,4,2.5,3,1,False
IT Recruiter,NCPL,Noida/Greater Noida,0 - 2 Years,0,2,1.0,2,1,False
IT Recruiter,amicus technologies pvt ltd,"Pune, Raipur",2 - 5 Years,2,5,3.5,3,2,False
IT Faculty,TandA HR Solutions,"Chamba, Una",2 - 3 Years,2,3,2.5,1,2,False
IT Teacher,TandA HR Solutions,"Mumbai, Chamba, Mohali, Una",2 - 3 Years,2,3,2.5,1,4,False
IT Teacher,TandA HR Solutions,"Chamba, Mohali, Una",2 - 3 Years,2,3,2.5,1,3,False
IT Administrator,SEVEN CONSULTANCY,"Navi Mumbai, Mumbai",2 - 4 Years,2,4,3.0,2,2,False
IT Admin,SEVEN CONSULTANCY,Ahmedabad,2 - 3 Years,2,3,2.5,1,1,False
IT Admin,SEVEN CONSULTANCY,"Navi Mumbai, Mumbai",0 - 3 Years,0,3,1.5,3,2,False
IT executive,SEVEN CONSULTANCY,Mumbai,1 - 2 Years,1,2,1.5,1,1,False
Lead - IT,Bajaj Finserv Lending Ltd,Pune,6 - 8 Years,6,8,7.0,2,1,False
: IT Director,highrise solutions llp,Pune,1 - 4 Years,1,4,2.5,3,1,False
IT Engineer,Larsen & Toubro Infotech Ltd,Vadodara,5 - 7 Years,5,7,6.0,2,1,False
IT Student,danfoss india innovation center,Mexico,0 - 1 Years,0,1,0.5,1,1,False
IT Coordinator,Hilton Hotels & Resorts,Italy,1 - 3 Years,1,3,2.0,2,1,False
IT Supervisor,Hilton Hotels & Resorts,Unknown,5 - 7 Years,5,7,6.0,2,1,False
Lead - IT,Bajaj Finserv Lending Ltd,Pune,5 - 7 Years,5,7,6.0,2,1,False
Lead - IT,Bajaj Finserv Lending Ltd,Pune,6 - 9 Years,6,9,7.5,3,1,False
IT Specialist,IBM India Pvt Ltd,Bengaluru / Bangalore,2 - 5 Years,2,5,3.5,3,1,False
Head of IT,Incuspaze,Gurgaon,3 - 6 Years,3,6,4.5,3,1,False
Mainframe Analyst,HR Jobs Placements,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad",9 - 14 Years,9,14,11.5,5,5,False
IT Recruiter /  NON IT Recruiter,2Soft Solutions Pvt. Ltd.,"Mumbai, Pune",0 - 6 Years,0,6,3.0,6,2,False
IT Executive  /  Sr. IT Executive,ACTIVE INDIA EMPLOYMENT SERVICES PRIVATE LIMITED,Gandhidham,3 - 6 Years,3,6,4.5,3,1,False
"IT Logistics Manager ,  IT Services",AMAZON INDIA PVT LTD,"Chennai, Mumbai, Bengaluru / Bangalore, Pune, Hyderabad/Secunderabad",5 - 7 Years,5,7,6.0,2,5,False
Lead - IT / Senior Lead - IT,Bajaj Finserv Lending Ltd,Pune,5 - 8 Years,5,8,6.5,3,1,False
Lead - IT / Senior Lead - IT,Bajaj Finserv Lending Ltd,Pune,5 - 10 Years,5,10,7.5,5,1,False
Test Manager,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Kolkata, Mumbai",8 - 13 Years,8,13,10.5,5,5,False
Senior Data Scientist - Machine Learning,HR Jobs Placements,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Gurgaon",5 - 10 Years,5,10,7.5,5,5,False
Configuration / Release Manager,HR Jobs Placements,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Gurgaon",11 - 16 Years,11,16,13.5,5,5,False
Telecom Software Engineer,HR Jobs Placements,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad",2 - 7 Years,2,7,4.5,5,5,False
Software Developer,Laxmi Infotech,"Mumbai, Pune",1 - 6 Years,1,6,3.5,5,2,False
"Web Designing , Web Designer , Graphics Designer",AppSoft Solutions,"Bengaluru / Bangalore, Chennai, Delhi, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
IT Head,HR Jobs Placements,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Gurgaon",12 - 17 Years,12,17,14.5,5,5,False
Java Project Manager,HR Jobs Placements,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Gurgaon",10 - 15 Years,10,15,12.5,5,5,False
Telecom Software Engineer,HR Jobs Placements,"Kolkata, Mumbai, Pune, Mysoru / Mysore, Coimbatore",2 - 7 Years,2,7,4.5,5,5,False
"Be B Tech Fresher , Associate Engineer",Laxmi Infotech,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
Fullstack Developer,New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",1 - 6 Years,1,6,3.5,5,5,False
Java Project Manager,HR Jobs Placements,"Hyderabad/Secunderabad, Kolkata, Mumbai, Noida/Greater Noida, Pune",10 - 15 Years,10,15,12.5,5,5,False
FINANCE MANAGER FOR AUSTRALIA  &  CANADA,LIMA FLY PRIVATE LIMITED,"Australia, Canada",9 - 13 Years,9,13,11.0,4,2,True
"Senior Application Programmer , application programming",HR Jobs Placements,"Hyderabad/Secunderabad, Kolkata, Mumbai, Noida/Greater Noida, Pune",5 - 10 Years,5,10,7.5,5,5,False
Asset Management Executive,Team Computers Pvt Ltd,"Mumbai, Delhi, Chennai, Delhi/NCR",2 - 5 Years,2,5,3.5,3,4,False
IT Head,HR Jobs Placements,"Hyderabad/Secunderabad, Kolkata, Mumbai, Noida/Greater Noida, Pune",12 - 17 Years,12,17,14.5,5,5,False
"""Java Full stack developer""",HR Jobs Placements,"Bengaluru / Bangalore, Delhi/NCR, Hyderabad/Secunderabad, Kolkata, Mumbai",3 - 8 Years,3,8,5.5,5,5,False
"IT Recruiter /  NON IT Recruiter ,  Mumbai",2Soft Solutions Pvt. Ltd.,"Mumbai, Pune",0 - 6 Years,0,6,3.0,6,2,False
"ITS Support Associate II ,  IT Services",AMAZON INDIA PVT LTD,Panchkula,1 - 3 Years,1,3,2.0,2,1,False
"IT Support Engineer I ,  IT Services",AMAZON INDIA PVT LTD,Panchkula,2 - 4 Years,2,4,3.0,2,1,False
"Enterprise Account Mgr ,  IT  /  ITeS ,  ITS India",AMAZON INDIA PVT LTD,Mumbai,5 - 10 Years,5,10,7.5,5,1,False
US IT Recruiter  ( US IT Staffing ),Advaya Infotech Pvt Ltd,Noida/Greater Noida,1 - 3 Years,1,3,2.0,2,1,False
"IT Manager II ,  OPSTech IT -Service Desk",AMAZON INDIA PVT LTD,Bengaluru / Bangalore,5 - 7 Years,5,7,6.0,2,1,False
"Sr. IT Vendor Manager  ,  IT Services",AMAZON INDIA PVT LTD,Bengaluru / Bangalore,5 - 7 Years,5,7,6.0,2,1,False
IT Consultant  /  IT Administrator  ( m / f / d ),Nagarro India Pvt Ltd,"Germany, Switzerland, France",3 - 7 Years,3,7,5.0,4,3,True
Hiring for IT Support for an IT Company for Mohali Location.,TandA HR Solutions,Mohali,1 - 3 Years,1,3,2.0,2,1,False
"ITS Logistics Coordinator  ( WH )  ,  IT Services India",AMAZON INDIA PVT LTD,Hyderabad/Secunderabad,3 - 5 Years,3,5,4.0,2,1,False
"IT Support Associate II ,  IT Services Variable",AMAZON INDIA PVT LTD,Bengaluru / Bangalore,2 - 3 Years,2,3,2.5,1,1,False
QA Testing Engineer,Laxmi Infotech,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad",0 - 3 Years,0,3,1.5,3,3,False
IT Security Executive,torcai digital media private limited,Dehradun,0 - 3 Years,0,3,1.5,3,1,False
"Manager  /  Senior Manager- IT , Manager It",HR Jobs Placements,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Gurgaon",8 - 13 Years,8,13,10.5,5,5,False
Inside Sales,eDominer Systems,"Kolkata, Bengaluru / Bangalore",0 - 3 Years,0,3,1.5,3,2,False
IT Software Sales,SEVEN CONSULTANCY,Noida/Greater Noida,2 - 5 Years,2,5,3.5,3,1,False
Project Manager SAP,HR Jobs Placements,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Gurgaon",10 - 15 Years,10,15,12.5,5,5,False
US IT Recruiter,pegasus knowledge solutions india pvt ltd.,Bengaluru / Bangalore,4 - 10 Years,4,10,7.0,6,1,False
IT Help Desk Resources,FINITE HR CONSUTING PVT LTD,Hyderabad/Secunderabad,1 - 2 Years,1,2,1.5,1,1,False
IT Sales Manager,OM SOFTWARES,Bengaluru / Bangalore,5 - 8 Years,5,8,6.5,3,1,False
IT Recruiter For Recruitment Agency,AugmatrixGo,Mumbai,4 - 8 Years,4,8,6.0,4,1,False
Jobs for IT Recruiter,SEVEN CONSULTANCY,"Navi Mumbai, Mumbai, Thane",3 - 4 Years,3,4,3.5,1,3,False
Jobs for IT recruiter,SEVEN CONSULTANCY,"Navi Mumbai, Mumbai",0 - 3 Years,0,3,1.5,3,2,False
US IT Recruiter,Flair soft group,Bhopal,0 - 3 Years,0,3,1.5,3,1,False
IT Security Analyst,itronix solutions,Jalandhar,0 - 3 Years,0,3,1.5,3,1,False
US IT Recruiter,TandA HR Solutions,Hyderabad/Secunderabad,2 - 5 Years,2,5,3.5,3,1,False
Assistant  /  Executive  IT,TandA HR Solutions,Mohali,3 - 6 Years,3,6,4.5,3,1,False
Specjalista ds. IT,lear corporation  ( onward technology pay role ),Unknown,2 - 5 Years,2,5,3.5,3,1,False
IT Security Operations Engineer,Vtiger,Bengaluru / Bangalore,0 - 3 Years,0,3,1.5,3,1,False
IT Support Engineer,Quality HR Services,Mumbai,0 - 1 Years,0,1,0.5,1,1,False
It Security Specialist,CGI Information Systems and Management Consultants Pvt Ltd,Unknown,3 - 5 Years,3,5,4.0,2,1,False
Sr. IT Security Engineer,gigamon,Chennai,1 - 4 Years,1,4,2.5,3,1,False
Associate manager - IT,UrbanClap,"Singapore, Dubai, Gurgaon",8 - 10 Years,8,10,9.0,2,3,True
IT Security Specialist,CGI Information Systems and Management Consultants Pvt Ltd,Unknown,3 - 5 Years,3,5,4.0,2,1,False
Sr. Executive - IT Security,Quality HR Services,Surat,3 - 5 Years,3,5,4.0,2,1,False
"US IT Recruiter ,  Bangalore",2Soft Solutions Pvt. Ltd.,Bengaluru / Bangalore,2 - 4 Years,2,4,3.0,2,1,False
Recruitment Delivery Manager  ( IT ),highrise solutions llp,Pune,5 - 7 Years,5,7,6.0,2,1,False
Senior IT Infrastructure Specialist,netradyne,Bengaluru / Bangalore,5 - 8 Years,5,8,6.5,3,1,False
US IT Recruiter,OM SOFTWARES,Pune,3 - 6 Years,3,6,4.5,3,1,False
IT Security analyst,SEVEN CONSULTANCY,Ahmedabad,8 - 11 Years,8,11,9.5,3,1,False
IT Audit Consultant,ITCAN Pte Ltd,Singapore,2 - 5 Years,2,5,3.5,3,1,True
Manager-IT Appilcation Development,Malabar Gold and Diamonds,Calicut/ Kozhikode,7 - 10 Years,7,10,8.5,3,1,False
IT Software Support Engineer,Docsvault,Vadodara,2 - 5 Years,2,5,3.5,3,1,False
Territory Manager  (  IT Sales ),Compuage Infocom Ltd,"Kolhapur, Ahmedabad, Indore, Bengaluru / Bangalore, Jodhpur",2 - 3 Years,2,3,2.5,1,5,False
IT PROJECT MANAGER,Trust Tech Solutions,Cochin/ Kochi/ Ernakulam,4 - 5 Years,4,5,4.5,1,1,False
US IT Recruiter,Tekshapers Software Solutions  ( P )  Limited,Unknown,1 - 3 Years,1,3,2.0,2,1,False
Apple IT Evangelist,ProMobi Technologies,Pune,2 - 6 Years,2,6,4.0,4,1,False
Cluster IT Manager,Marriott International Inc,Mumbai,3 - 5 Years,3,5,4.0,2,1,False
Assistant Manager - IT,Marriott International Inc,Jaipur,2 - 4 Years,2,4,3.0,2,1,False
IT Service Management Representative,accenture,Gurgaon,8 - 9 Years,8,9,8.5,1,1,False
IT /  Linux Admin,PROPELLUM INFOTECH PRIVATE LIMITED,Mumbai,3 - 5 Years,3,5,4.0,2,1,False
Sales and Marketing Manager for IT,Whiz Solutions  ( UK ),Ahmedabad,4 - 5 Years,4,5,4.5,1,1,False
Senior IT Analyst,Textron India Pvt Ltd,Bengaluru / Bangalore,5 - 7 Years,5,7,6.0,2,1,False
IT Service Delivery Specialist,Team Computers Pvt Ltd,"Mumbai, Delhi, Delhi/NCR",3 - 5 Years,3,5,4.0,2,3,False
IT Infrastructure Project Manager,Team Computers Pvt Ltd,Mumbai,6 - 12 Years,6,12,9.0,6,1,False
IT Support Specialist II,bentley systems pvt ltd,Unknown,4 - 7 Years,4,7,5.5,3,1,False
IT Sales Manager,LAKSH HUMAN RESOURCE,"Delhi, Delhi/NCR",3 - 5 Years,3,5,4.0,2,2,False
Manager  Sales IT,LAKSH HUMAN RESOURCE,Mumbai,10 - 12 Years,10,12,11.0,2,1,False
IT Business Analyst,KnowledgeHut,Bengaluru / Bangalore,0 - 3 Years,0,3,1.5,3,1,False
Project Manager  ( IT ),Inexoft Technologies Pvt. Ltd.,Kannur,5 - 8 Years,5,8,6.5,3,1,False
Executive IT  ( Oracle Developer ),Gati Ltd,Hyderabad/Secunderabad,2 - 5 Years,2,5,3.5,3,1,False
IT Business Consultant,Exioms,Pune,0 - 3 Years,0,3,1.5,3,1,False
IT Product Sales,Eternus Solutions,Pune,0 - 3 Years,0,3,1.5,3,1,False
IT International Sales,Eternus Solutions,Pune,0 - 3 Years,0,3,1.5,3,1,False
IT Project Coordinator,BizBrolly,Noida/Greater Noida,1 - 4 Years,1,4,2.5,3,1,False
