Job Title,Company Name,Location,Experience (Years)
"ITS Support Associate II ,  IT Services",AMAZON INDIA PVT LTD,Panchkula,1 - 3 Years
"ITS Support Associate II ,  IT Services",AMAZON INDIA PVT LTD,Panchkula,1 - 3 Years
"IT Support Engineer I ,  IT Services",AMAZON INDIA PVT LTD,Panchkula,2 - 4 Years
"Enterprise Account Mgr ,  IT  /  ITeS ,  ITS India",AMAZON INDIA PVT LTD,Mumbai,5 - 10 Years
US IT Recruiter  ( US IT Staffing ),Advaya Infotech Pvt Ltd,Noida/Greater Noida,1 - 3 Years
"IT Manager II ,  OPSTech IT -Service Desk",AMAZON INDIA PVT LTD,Bengaluru / Bangalore,5 - 7 Years
"Sr. IT Vendor Manager  ,  IT Services",AMAZON INDIA PVT LTD,Bengaluru / Bangalore,5 - 7 Years
IT Consultant  /  IT Administrator  ( m / f / d ),Nagarro India Pvt Ltd,"Germany,  Switzerland,  France",3 - 7 Years
Hiring for IT Support for an IT Company for Mohali Location.,TandA HR Solutions,Mohali,1 - 3 Years
"ITS Logistics Coordinator  ( WH )  ,  IT Services India",AMAZON INDIA PVT LTD,Hyderabad/Secunderabad,3 - 5 Years
"IT Support Associate II ,  IT Services Variable",AMAZON INDIA PVT LTD,Bengaluru / Bangalore,2 - 3 Years
QA Testing Engineer,Laxmi Infotech,"Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad",0 - 3 Years
IT Security Executive,torcai digital media private limited,Dehradun,0 - 3 Years
"Manager  /  Senior Manager- IT , Manager It",HR Jobs Placements,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Gurgaon",8 - 13 Years
Inside Sales,eDominer Systems,"Kolkata,  Bengaluru / Bangalore",0 - 3 Years
IT Software Sales,SEVEN CONSULTANCY,Noida/Greater Noida,2 - 5 Years
Project Manager SAP,HR Jobs Placements,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Gurgaon",10 - 15 Years
US IT Recruiter,pegasus knowledge solutions india pvt ltd.,Bengaluru / Bangalore,4 - 10 Years
IT Help Desk Resources,FINITE HR CONSUTING PVT LTD,Hyderabad/Secunderabad,1 - 2 Years
IT Sales Manager,OM SOFTWARES,Bengaluru / Bangalore,5 - 8 Years
IT Recruiter For Recruitment Agency,AugmatrixGo,Mumbai,4 - 8 Years
Jobs for IT Recruiter,SEVEN CONSULTANCY,"Navi Mumbai,  Mumbai,  Thane",3 - 4 Years
Jobs for IT recruiter,SEVEN CONSULTANCY,"Navi Mumbai,  Mumbai",0 - 3 Years
US IT Recruiter,Flair soft group,Bhopal,0 - 3 Years
IT Security Analyst,itronix solutions,Jalandhar,0 - 3 Years
US IT Recruiter,TandA HR Solutions,Hyderabad/Secunderabad,2 - 5 Years
US IT Recruiter,TandA HR Solutions,Hyderabad/Secunderabad,2 - 5 Years
Assistant  /  Executive  IT,TandA HR Solutions,Mohali,3 - 6 Years
Assistant  /  Executive  IT,TandA HR Solutions,Mohali,3 - 6 Years
Specjalista ds. IT,lear corporation  ( onward technology pay role ),,2 - 5 Years
IT Security Operations Engineer,Vtiger,Bengaluru / Bangalore,0 - 3 Years
IT Support Engineer,Quality HR Services,Mumbai,0 - 1 Years
It Security Specialist,CGI Information Systems and Management Consultants Pvt Ltd,,3 - 5 Years
Sr. IT Security Engineer,gigamon,Chennai,1 - 4 Years
Associate manager - IT,UrbanClap,"Singapore,  Dubai,  Gurgaon",8 - 10 Years
Assistant  /  Executive  IT,TandA HR Solutions,Mohali,3 - 6 Years
IT Security Specialist,CGI Information Systems and Management Consultants Pvt Ltd,,3 - 5 Years
Sr. Executive - IT Security,Quality HR Services,Surat,3 - 5 Years
"US IT Recruiter ,  Bangalore",2Soft Solutions Pvt. Ltd.,Bengaluru / Bangalore,2 - 4 Years
Recruitment Delivery Manager  ( IT ),highrise solutions llp,Pune,5 - 7 Years
Senior IT Infrastructure Specialist,netradyne,Bengaluru / Bangalore,5 - 8 Years
US IT Recruiter,OM SOFTWARES,Pune,3 - 6 Years
IT Security analyst,SEVEN CONSULTANCY,Ahmedabad,8 - 11 Years
IT Audit Consultant,ITCAN Pte Ltd,Singapore,2 - 5 Years
Manager-IT Appilcation Development,Malabar Gold and Diamonds,Calicut/ Kozhikode,7 - 10 Years
IT Software Support Engineer,Docsvault,Vadodara,2 - 5 Years
Territory Manager  (  IT Sales ),Compuage Infocom Ltd,"Kolhapur,  Ahmedabad,  Indore,  Bengaluru / Bangalore,  Jodhpur",2 - 3 Years
IT PROJECT MANAGER,Trust Tech Solutions,Cochin/ Kochi/ Ernakulam,4 - 5 Years
US IT Recruiter,Tekshapers Software Solutions  ( P )  Limited,,1 - 3 Years
Apple IT Evangelist,ProMobi Technologies,Pune,2 - 6 Years
Cluster IT Manager,Marriott International Inc,Mumbai,3 - 5 Years
Assistant Manager - IT,Marriott International Inc,Jaipur,2 - 4 Years
IT Service Management Representative,accenture,Gurgaon,8 - 9 Years
IT /  Linux Admin,PROPELLUM INFOTECH PRIVATE LIMITED,Mumbai,3 - 5 Years
Sales and Marketing Manager for IT,Whiz Solutions  ( UK ),Ahmedabad,4 - 5 Years
Senior IT Analyst,Textron India Pvt Ltd,Bengaluru / Bangalore,5 - 7 Years
IT Service Delivery Specialist,Team Computers Pvt Ltd,"Mumbai,  Delhi,  Delhi/NCR",3 - 5 Years
IT Infrastructure Project Manager,Team Computers Pvt Ltd,Mumbai,6 - 12 Years
IT Support Specialist II,bentley systems pvt ltd,,4 - 7 Years
IT Sales Manager,LAKSH HUMAN RESOURCE,"Delhi,  Delhi/NCR",3 - 5 Years
Manager  Sales IT,LAKSH HUMAN RESOURCE,Mumbai,10 - 12 Years
IT Business Analyst,KnowledgeHut,Bengaluru / Bangalore,0 - 3 Years
Project Manager  ( IT ),Inexoft Technologies Pvt. Ltd.,Kannur,5 - 8 Years
Executive IT  ( Oracle Developer ),Gati Ltd,Hyderabad/Secunderabad,2 - 5 Years
IT Business Consultant,Exioms,Pune,0 - 3 Years
IT Product Sales,Eternus Solutions,Pune,0 - 3 Years
IT International Sales,Eternus Solutions,Pune,0 - 3 Years
IT Project Coordinator,BizBrolly,Noida/Greater Noida,1 - 4 Years
IT Support Executive,Asergis,China,2 - 5 Years
CS / IT Faculty,Amity University,Noida/Greater Noida,10 - 13 Years
IT Project Manager,zones corporate solutions,Portland,5 - 8 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,0 - 2 Years
Systems Analyst 2-IT,ORACLE,Bengaluru / Bangalore,3 - 5 Years
Deputy National Lead - IT,Bajaj Finserv Lending Ltd,Pune,6 - 8 Years
Systems Analyst 3-IT,ORACLE,Bengaluru / Bangalore,6 - 10 Years
Systems Analyst 2-IT,ORACLE,Bengaluru / Bangalore,3 - 5 Years
IT Senior Consultant,ORACLE,"Bengaluru / Bangalore,  Hyderabad/Secunderabad",3 - 5 Years
Systems Analyst 2-IT,ORACLE,Bengaluru / Bangalore,3 - 5 Years
Programmer Analyst 5-IT,ORACLE,Bengaluru / Bangalore,6 - 10 Years
Systems Analyst 3-IT,ORACLE,Bengaluru / Bangalore,6 - 10 Years
Systems Analyst 2-IT,ORACLE,Bengaluru / Bangalore,3 - 6 Years
Systems Analyst 3-IT,ORACLE,Bengaluru / Bangalore,5 - 7 Years
Systems Analyst 2-IT,ORACLE,Bengaluru / Bangalore,6 - 10 Years
Systems Analyst 2-IT,ORACLE,Bengaluru / Bangalore,6 - 10 Years
Systems Analyst 2-IT,ORACLE,Bengaluru / Bangalore,6 - 10 Years
Systems Analyst 2-IT,ORACLE,Bengaluru / Bangalore,6 - 10 Years
Systems Analyst 2-IT,ORACLE,"Bengaluru / Bangalore,  null",3 - 5 Years
IT Service Management Representative,accenture,Coimbatore,3 - 6 Years
IT Customer Service Representative,accenture,Kolkata,5 - 8 Years
IT Service Management Representative,accenture,Gurgaon,0 - 2 Years
IT Service Management Representative,accenture,Hyderabad/Secunderabad,1 - 4 Years
IT Support Associate II,AMAZON INDIA PVT LTD,Mumbai,1 - 3 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,7 - 9 Years
IT Customer Service Representative,accenture,Pune,2 - 5 Years
IT Customer Service Representative,accenture,Pune,3 - 5 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,0 - 2 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,0 - 2 Years
IT Service Management Representative,accenture,Gurgaon,0 - 2 Years
IT Service Management Representative,accenture,"Mumbai,  Indore",5 - 8 Years
IT Service Management Representative,accenture,"Gurgaon,  Indore",0 - 2 Years
IT Service Management Representative,accenture,"Kolkata,  Gurgaon",0 - 2 Years
IT Service Management Representative,accenture,Noida/Greater Noida,2 - 5 Years
IT Customer Service Representative,accenture,"Noida/Greater Noida,  Gurgaon",3 - 6 Years
IT Service Management Representative,accenture,Gurgaon,0 - 2 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,0 - 2 Years
IT Service Management Representative,accenture,"Kolkata,  Gurgaon",0 - 2 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,0 - 2 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,0 - 2 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,1 - 4 Years
IT Service Management Representative,accenture,Jaipur,3 - 6 Years
IT Service Management Representative,accenture,Indore,3 - 6 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,5 - 8 Years
IT Service Management Representative,accenture,"Bengaluru / Bangalore,  Jaipur",7 - 10 Years
IT Service Management Representative,accenture,Gurgaon,0 - 2 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,5 - 8 Years
IT Service Management Representative,accenture,Pune,7 - 10 Years
Cluster IT Manager,Marriott International Inc,Mumbai,2 - 3 Years
IT - Application Developer,Larsen & Toubro Infotech Ltd,Surat,1 - 3 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,0 - 2 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,0 - 2 Years
IT Service Management Representative,accenture,Gurgaon,5 - 7 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,3 - 6 Years
IT Service Management Representative,accenture,Kolkata,3 - 6 Years
IT Service Management Representative,accenture,Mumbai,2 - 5 Years
IT Customer Service Representative,accenture,Bengaluru / Bangalore,7 - 10 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,2 - 5 Years
IT Service Management Representative,accenture,Gurgaon,2 - 5 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,7 - 10 Years
IT Service Management Representative,accenture,Gurgaon,3 - 6 Years
IT Service Management Representative,accenture,Pune,7 - 9 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,0 - 2 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,5 - 8 Years
IT Service Management Representative,accenture,"Bengaluru / Bangalore,  Indore",5 - 8 Years
IT Service Management Representative,accenture,Gurgaon,3 - 6 Years
IT Service Management Representative,accenture,"Bengaluru / Bangalore,  Jaipur",5 - 8 Years
IT Customer Service Representative,accenture,Bengaluru / Bangalore,3 - 6 Years
IT Service Management Representative,accenture,"Bengaluru / Bangalore,  Jaipur",5 - 8 Years
IT Service Management Representative,accenture,Indore,2 - 5 Years
Cluster IT Supervisor,Marriott International Inc,South Korea,2 - 5 Years
Lab IT and Hardware student,Intel Technology India Pvt Ltd,Israel,0 - 1 Years
IT Service Management Representative,accenture,"Gurgaon,  Indore",7 - 10 Years
IT Service Management Representative,accenture,"Bengaluru / Bangalore,  Indore",7 - 10 Years
IT Service Management Representative,accenture,Indore,3 - 6 Years
IT Service Management Representative,accenture,"Bengaluru / Bangalore,  Jaipur",7 - 10 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,12 - 15 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,1 - 4 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,5 - 8 Years
IT Supplier Management Practitioner,accenture,Gurgaon,1 - 4 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,3 - 6 Years
Deployment Engineer - IT,Nvidia Graphics Pvt Ltd,Hong Kong,8 - 11 Years
Cluster Director of IT,Marriott International Inc,,3 - 5 Years
Assistant IT Manager,Marriott International Inc,Cairo,3 - 5 Years
IT Service Management Representative,accenture,"Gurgaon,  Indore",7 - 10 Years
IT Service Management Representative,accenture,"Bengaluru / Bangalore,  Jaipur",5 - 8 Years
IT Service Management Representative,accenture,"Bengaluru / Bangalore,  Jaipur",7 - 10 Years
IT Service Management Representative,accenture,"Gurgaon,  Indore",5 - 8 Years
IT Service Management Representative,accenture,"Bengaluru / Bangalore,  Jaipur",7 - 10 Years
IT Service Management Representative,accenture,"Bengaluru / Bangalore,  Gurgaon",3 - 6 Years
IT Service Management Representative,accenture,Indore,2 - 5 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,7 - 10 Years
IT Service Management Representative,accenture,"Bengaluru / Bangalore,  Nagpur",7 - 10 Years
IT Service Management Representative,accenture,Noida/Greater Noida,3 - 6 Years
IT Service Management Representative,accenture,"Kolkata,  Indore",7 - 10 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,5 - 8 Years
IT Service Management Representative,accenture,Bengaluru / Bangalore,2 - 5 Years
IT Service Management Representative,accenture,"Bengaluru / Bangalore,  Pune",3 - 6 Years
IT Service Management Representative,accenture,Pune,3 - 6 Years
IT Service Management Representative,accenture,Pune,3 - 6 Years
IT Service Management Representative,accenture,Chennai,7 - 10 Years
IT Customer Service Representative,accenture,Bengaluru / Bangalore,3 - 6 Years
IT Service Management Representative,accenture,Coimbatore,3 - 6 Years
IT Service Management Representative,accenture,Jaipur,3 - 6 Years
IT Service Management Representative,accenture,Coimbatore,3 - 6 Years
IT Service Management Representative,accenture,"Bengaluru / Bangalore,  Jaipur",5 - 8 Years
IT Service Management Representative,accenture,Mumbai,2 - 5 Years
IT Customer Service Representative,accenture,Bengaluru / Bangalore,5 - 8 Years
IT Customer Service Associate,accenture,Hyderabad/Secunderabad,1 - 3 Years
IT Customer Service Associate,accenture,Hyderabad/Secunderabad,1 - 3 Years
IT Service Management Representative,accenture,Coimbatore,3 - 6 Years
IT Customer Service Representative,accenture,Mumbai,0 - 2 Years
IT Service Management Representative,accenture,Coimbatore,7 - 10 Years
IT Service Management Representative,accenture,Coimbatore,3 - 6 Years
IT Service Management Representative,accenture,Pune,0 - 2 Years
IT Service Management Representative,accenture,Pune,0 - 2 Years
IT Service Management Representative,accenture,Gurgaon,0 - 2 Years
IT Service Management Representative,accenture,Gurgaon,0 - 2 Years
IT Service Management Representative,accenture,"Gurgaon,  Indore",0 - 2 Years
IT Service Management Representative,accenture,Pune,0 - 2 Years
IT Service Management Representative,accenture,Gurgaon,0 - 2 Years
IT Service Management Representative,accenture,"Gurgaon,  Indore",0 - 2 Years
Manager - Technical  ( IT ),INFINITY GROUP,Noida/Greater Noida,5 - 8 Years
Onsite IT Support Engineer,DXC Technologies,Singapore,1 - 2 Years
IT Solution Architect,DXC Technologies,Spain,5 - 8 Years
IT Desktop Scheduler,NTT Data Vertex Software Inc.,Los Angeles,3 - 5 Years
Assistant IT Manager,Marriott International Inc,Malaysia,2 - 4 Years
IT Project Manager,DXC Technologies,Belgium,5 - 10 Years
IT Infrastructure Project Manager,DXC Technologies,,5 - 8 Years
Graduate IT Consultant  ( Trainee ),DXC Technologies,,0 - 1 Years
IT onsite Engineer,DXC Technologies,China,0 - 1 Years
IT Integration Developer - Remote,NTT Data Vertex Software Inc.,Plano,5 - 8 Years
IT Service Desk Specialist,Nagarro India Pvt Ltd,Spain,2 - 4 Years
IT PM - Infrastructure,nec software solutions  ( india )  pvt ltd,"Mumbai,  Bengaluru / Bangalore",5 - 8 Years
"IT technician Network ,  Kiruna",CGI Information Systems and Management Consultants Pvt Ltd,Sweden,3 - 5 Years
IT Sales Executive,INFINITY GROUP,"Delhi,  Delhi/NCR",2 - 5 Years
IT Security Officer,SEVEN CONSULTANCY,Bengaluru / Bangalore,1 - 3 Years
IT admin manager,SEVEN CONSULTANCY,"Delhi,  Delhi/NCR",2 - 5 Years
Jr IT Engineer,SEVEN CONSULTANCY,Raipur,0 - 2 Years
IT admin manager,SEVEN CONSULTANCY,Hyderabad/Secunderabad,0 - 3 Years
Jobs for IT Sales Manager,SEVEN CONSULTANCY,"Navi Mumbai,  Mumbai,  Thane",0 - 3 Years
IT Sales Executive,SEVEN CONSULTANCY,Indore,2 - 4 Years
IT Security Officer,SEVEN CONSULTANCY,"Delhi,  Delhi/NCR",4 - 7 Years
IT admin executive,SEVEN CONSULTANCY,Hyderabad/Secunderabad,0 - 3 Years
IT Security Officer,SEVEN CONSULTANCY,"Mumbai,  Bengaluru / Bangalore",2 - 5 Years
IT Security Executive,SEVEN CONSULTANCY,Hyderabad/Secunderabad,0 - 3 Years
IT Security Officer,SEVEN CONSULTANCY,Bengaluru / Bangalore,2 - 5 Years
Cluster IT Executive,Marriott International Inc,Bengaluru / Bangalore,2 - 5 Years
BDE in IT Sales,SEVEN CONSULTANCY,"Navi Mumbai,  Mumbai",1 - 4 Years
IT Infrastructure Sales Executive,SEVEN CONSULTANCY,Trichy,2 - 6 Years
Jobs for IT support engineer,SEVEN CONSULTANCY,"Navi Mumbai,  Mumbai",4 - 7 Years
Jobs for Electrician  ( IT,SEVEN CONSULTANCY,"Navi Mumbai,  Mumbai,  Thane",7 - 10 Years
Global IT Support,SEVEN CONSULTANCY,"Navi Mumbai,  Mumbai,  Thane",2 - 5 Years
Telemarketing Reputed IT industry,SEVEN CONSULTANCY,Mumbai,0 - 2 Years
Telecaller for IT Training Centre,3RI Technologies Pvt Ltd,Pune,1 - 3 Years
IT Advanced Technologies Trainer,3RI Technologies Pvt Ltd,Pune,3 - 4 Years
IT Logistics Manager,AMAZON INDIA PVT LTD,Hyderabad/Secunderabad,5 - 10 Years
IT Hardware Technician,zones corporate solutions,Albany,2 - 3 Years
IT Service /  Support Manager,delta IT network pvt. ltd.,Gurgaon,5 - 8 Years
Executive IT Support,AKSHAYA PVT LTD,Chennai,1 - 3 Years
IT Support Specialist,Leica Biosystems,"Singapore,  Japan",3 - 6 Years
Sr. Program Manager - IT,Flex-i Partners,Bengaluru / Bangalore,14 - 18 Years
IT Program Manager,Orange Business Services,,3 - 10 Years
IT admin executive,SEVEN CONSULTANCY,"Hyderabad/Secunderabad,  Pune",3 - 6 Years
Sales Executive ( IT Sales ),SEVEN CONSULTANCY,Kolkata,3 - 6 Years
MANAGER IT CSV,infinity business solutions pvt ltd,Mumbai,6 - 10 Years
General Manager  IT  ( Software ),aarika hr professionals,Jaipur,0 - 3 Years
Business Development Executive  ( IT ),Z Index,Rajkot,0 - 3 Years
IT Manager and Admin,urban platter,Mumbai,5 - 8 Years
IT PROJECT MANAGER,Trusttech Solutions LLP,Cochin/ Kochi/ Ernakulam,4 - 5 Years
Automation Engineer  IT Infra,Si2 Tech,Vadodara,5 - 8 Years
IT Infrastructure-Administrator,Sardonyx Technologies,Thanjavur,6 - 10 Years
JAVA Opening at IT,SYNCTON IT Solutions,Hyderabad/Secunderabad,3 - 4 Years
E-CommerceOpening at IT,SYNCTON IT Solutions,Hyderabad/Secunderabad,3 - 4 Years
Software Engineer at IT,SYNCTON IT Solutions,Hyderabad/Secunderabad,3 - 4 Years
Assistant Manager IT,sgs india pvt.ltd,Thane,8 - 12 Years
IT Executive ( Hardware and Networking ),RAGHUNANDAN MONEY,Agra,0 - 1 Years
IT ODIN Manager,RAGHUNANDAN MONEY,Agra,4 - 5 Years
Enterprise Sales - IT,Queppelin Technology Solutions Pvt. Ltd.,France,3 - 7 Years
Senior IT Engineer - QBSS,quatrro business support services pvt. ltd.,San Francisco,5 - 8 Years
IT Project Manager,Postbox Communications,Mumbai,2 - 7 Years
IT Sales Executive,Pinnove,Nagpur,2 - 3 Years
IT Sales Specialist,Nile Technologies Pvt. Limited.,"Delhi,  Delhi/NCR",2 - 4 Years
I.T. Support Executive,mobilestyx consulting & solutions llp,Thane,0 - 3 Years
IT Sales Executive Mawaqaa,Mawaqaa - National Web Solutions Company,Kuwait City,2 - 5 Years
IT Project Coordinator Mawaqaa,Mawaqaa - National Web Solutions Company,Kuwait City,4 - 5 Years
IT Support Engineer,Magika Smartech,Mumbai,5 - 8 Years
IT Tech Support,Magika Smartech,Mumbai,2 - 5 Years
IT Operations Senior Engineer,Magika Smartech,Mumbai,8 - 10 Years
Assistant Vice President- IT,TransGraph Consulting Pvt.Ltd.,Hyderabad/Secunderabad,8 - 11 Years
IT INFRASTRUCTURE MONITORING SPECIALIST,Spectrum Softtech Solutions Pvt Ltd,Cochin/ Kochi/ Ernakulam,0 - 3 Years
Business Development (  MBA in IT ),soptech solutions,Bengaluru / Bangalore,4 - 6 Years
IT Business Analyst,origin hr,"Mumbai,  Pune",4 - 7 Years
IT DevOps Engineer,myOnsite Healthcare,Vadodara,3 - 4 Years
IT Support Engineer,kerala infotech,Thrissur,1 - 4 Years
Team Lead  ( IT ),indianfertilizer,Delhi,6 - 10 Years
IT System Administrator,ion trading india pvt. ltd.,Australia,3 - 6 Years
Solution Consultant - ITS,ion trading india pvt. ltd.,"Germany,  Switzerland",5 - 8 Years
Sr. IT Infrastructure Engineer,KASEYA SOFTWARE,Bengaluru / Bangalore,3 - 8 Years
Senior IT Network Engineer,KASEYA SOFTWARE,Bengaluru / Bangalore,4 - 10 Years
Sales Senior IT Sales,kanmalai technologies,Coimbatore,3 - 6 Years
IT Project Manager,Interactive Bees Pvt. Ltd.,Delhi,3 - 6 Years
IT  &  Network Engineer,Dr Nivedita Dadu's Dermatology Clinic,Noida/Greater Noida,2 - 5 Years
IT - Application Support  ( Software ),DIAMTRADE,Vadodara,0 - 4 Years
IT Project Manager,Ctd Techs Private Limited,Chennai,4 - 7 Years
Team Leader  IT,CSB Bank Limited,Cochin/ Kochi/ Ernakulam,3 - 6 Years
Assistant Manager- IT,CSB Bank Limited,Bengaluru / Bangalore,2 - 6 Years
IT Help Desk,athena technology solutions,Chennai,5 - 8 Years
IT Business Analyst,acaira technologies pvt. ltd.,Mumbai,2 - 5 Years
Business Analyst  IT,2Soft Solutions Pvt. Ltd.,Ahmedabad,6 - 10 Years
"IT Project Manager ,  Bangalore",2Soft Solutions Pvt. Ltd.,Bengaluru / Bangalore,5 - 8 Years
IT Manager with MNC,2Soft Solutions Pvt. Ltd.,"Mumbai,  Ahmedabad",15 - 20 Years
IT Recruitment Services in Mumbai,2Soft Solutions Pvt. Ltd.,Mumbai,2 - 5 Years
IT Support Associate II,AMAZON INDIA PVT LTD,Bengaluru / Bangalore,3 - 5 Years
